Month,Date,Day of Week,POS Txn,Style,Dept,Txns,Sales U,Sales $,BasketU,Basket$,AvgBskt$,AvgBsktU
2017:03-APR,4/20/2017,Thursday,652890775,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,6,$58,$57.57,6.0
2017:03-APR,4/20/2017,Thursday,652890775,10810882:SUPPLIES ALIX STRETCH TWILL 5 INCH SHORT RHUBARB,0171:MISSY BOTTOMS,1,1,$20,6,$58,$57.57,6.0
2017:03-APR,4/20/2017,Thursday,652890775,9516684:PRGE379,0533:PAPYRUS,1,1,$3,6,$58,$57.57,6.0
2017:03-APR,4/20/2017,Thursday,652890775,9690510:HUE RESORT LINER CHINOS,0261:HOSIERY,1,1,$5,6,$58,$57.57,6.0
2017:03-APR,4/20/2017,Thursday,652890854,10347788:Spartina 449 Hawaiian Islands Tote,0271:HANDBAGS,1,1,$56,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890854,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890855,10681868:CROSS STITCH COLLECTION TOSCANO TOTE LIGHT DENIM,0271:HANDBAGS,1,1,$137,1,$137,$136.50,1.0
2017:03-APR,4/20/2017,Thursday,652890855,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$137,$136.50,1.0
2017:03-APR,4/20/2017,Thursday,652890856,10188407:Bay Dreams Tote,0271:HANDBAGS,1,1,$56,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890856,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890862,10345741:Jordan 311046-106 Air Jordan Dub Zero White/Concor,0395:MENS ATHLETIC SHOES,1,1,$87,1,$87,$87.49,1.0
2017:03-APR,4/20/2017,Thursday,652890862,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$87,$87.49,1.0
2017:03-APR,4/20/2017,Thursday,652890868,10755614:SPERRY TOP-SIDER SEABROOK SURF LINEN/NAT CORK STS9,0291:WOMENS FTWR:DRS/CAS,1,2,$68,3,$108,$107.97,3.0
2017:03-APR,4/20/2017,Thursday,652890868,10756002:SPERRY TOP-SIDER SEABROOK WAVE THREAD WRAP SAHARA,0291:WOMENS FTWR:DRS/CAS,1,1,$40,3,$108,$107.97,3.0
2017:03-APR,4/20/2017,Thursday,652890868,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,3,$108,$107.97,3.0
2017:03-APR,4/20/2017,Thursday,652890871,10739592:NAUTICA S/S POLO GRADIENT STRP SPR I FEB,0368:MENS COLLECTIONS,1,1,$45,4,$141,$141.46,4.0
2017:03-APR,4/20/2017,Thursday,652890871,10739600:NAUTICA S/S POLO YD BLK SPR I FEB,0368:MENS COLLECTIONS,1,1,$45,4,$141,$141.46,4.0
2017:03-APR,4/20/2017,Thursday,652890871,10770382:NAUTICA S/S POLO BTTN DWN SPR II MAR,0368:MENS COLLECTIONS,1,1,$31,4,$141,$141.46,4.0
2017:03-APR,4/20/2017,Thursday,652890871,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,4,$141,$141.46,4.0
2017:03-APR,4/20/2017,Thursday,652890871,"9248580:HHOME MF ASTRID STRIPE SHEETS, QUEEN_D",0941:BEDDING,1,1,$20,4,$141,$141.46,4.0
2017:03-APR,4/20/2017,Thursday,652890872,10616630:DANIELA LARGE CROSSBODY BRIGHT RED,0271:HANDBAGS,1,1,$116,1,$116,$115.50,1.0
2017:03-APR,4/20/2017,Thursday,652890872,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$116,$115.50,1.0
2017:03-APR,4/20/2017,Thursday,652890874,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$36,$35.67,1.0
2017:03-APR,4/20/2017,Thursday,652890874,9664893:Jordan 317223-104 OL'School Wht/Blu/GhstGrn,0395:MENS ATHLETIC SHOES,1,1,$36,1,$36,$35.67,1.0
2017:03-APR,4/20/2017,Thursday,652890882,10456331:adidas BY3507 Alphabouce EM W CoreBlack/FootwearWh,0295:WOMENS ATHLTIC SHOES,1,1,$62,2,$142,$141.58,2.0
2017:03-APR,4/20/2017,Thursday,652890882,10508551:adidas B39432 Alphabounce W CoreBlack/FtwrWhite/Ut,0295:WOMENS ATHLTIC SHOES,1,1,$80,2,$142,$141.58,2.0
2017:03-APR,4/20/2017,Thursday,652890882,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,2,$142,$141.58,2.0
2017:03-APR,4/20/2017,Thursday,652890889,10728940:Brahmin Ady Wallet Periwinkle Melbourne,0271:HANDBAGS,1,1,$56,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890889,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$56,$56.00,1.0
2017:03-APR,4/20/2017,Thursday,652890892,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$4,$4.19,1.0
2017:03-APR,4/20/2017,Thursday,652890892,8885840:28 mm Reversible Braid,0469:BOYS ACCESSORIES,1,1,$4,1,$4,$4.19,1.0
2017:03-APR,4/20/2017,Thursday,652890895,10664354:KARL LAGERFELD LENA2 ESPADRILLE SNEAKER OFF WHITE,0291:WOMENS FTWR:DRS/CAS,1,1,$84,1,$84,$83.99,1.0
2017:03-APR,4/20/2017,Thursday,652890895,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$84,$83.99,1.0
2017:03-APR,4/20/2017,Thursday,652890910,10613183:GOOD VIBRATIONS KNIT,0130:JUNIORS SURF/SKATE,1,1,$20,1,$20,$19.58,1.0
2017:03-APR,4/20/2017,Thursday,652890910,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$20,$19.58,1.0
2017:03-APR,4/20/2017,Thursday,652890913,10262338:DOCKERS SIGNATURE KHAKI - STRAIGHT FIT - FLAT FRON,0340:MENS CASUAL SLACKS,1,0,($10),0,($10),($10.20),0.0
2017:03-APR,4/20/2017,Thursday,652890913,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,0,($10),($10.20),0.0
2017:03-APR,4/20/2017,Thursday,652890925,10654411:IZOD L/S SPORTSHIRT BD S17,0355:MENS CLASSIFICATIONS,1,1,$17,1,$17,$17.49,1.0
2017:03-APR,4/20/2017,Thursday,652890925,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$17,$17.49,1.0
2017:03-APR,4/20/2017,Thursday,652890939,10783553:CONCEPTS SPORT CUDDLE W/A SAILOR  NAVY LADIES PRIN,0511:NAVY PRIDE SOFTLINES,1,0,($5),0,($5),($5.38),0.0
2017:03-APR,4/20/2017,Thursday,652890939,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,0,($5),($5.38),0.0
2017:03-APR,4/20/2017,Thursday,652890942,10117085:THE NORTHFACE APEX PNEUMATIC JACKET,0353:MENS OUTDOOR,1,1,$55,1,$55,$55.29,1.0
2017:03-APR,4/20/2017,Thursday,652890942,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$55,$55.29,1.0
2017:03-APR,4/20/2017,Thursday,652890943,10117085:THE NORTHFACE APEX PNEUMATIC JACKET,0353:MENS OUTDOOR,1,1,$55,1,$55,$55.29,1.0
2017:03-APR,4/20/2017,Thursday,652890943,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$55,$55.29,1.0
2017:03-APR,4/20/2017,Thursday,652890946,10122667:Nike 831572-100 Overplay IX White/PurePlatimun/Bla,0395:MENS ATHLETIC SHOES,1,(1),($38),0,$0,$0.00,0.0
2017:03-APR,4/20/2017,Thursday,652890946,10160680:Nike 831572-001 Overplay IX Black/Anthracite/DarGr,0395:MENS ATHLETIC SHOES,1,1,$38,0,$0,$0.00,0.0
2017:03-APR,4/20/2017,Thursday,652890946,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,0,$0,$0.00,0.0
2017:03-APR,4/20/2017,Thursday,652890948,10276365:Suri Wallet Black Charleston,0271:HANDBAGS,1,1,$88,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10302651:SILK REFLECTIONS LASTING SHEER KH BARELY THERE,0261:HOSIERY,1,3,$19,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10437306:BE MINE ROSE SCENE HALLIE TOTE MULTI,0271:HANDBAGS,1,1,$130,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10477820:OLUKAI KULAPA KAI BUBBLY/BLACK 20198,0291:WOMENS FTWR:DRS/CAS,1,1,$50,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10569885:NIKE WOMEN'S PRO CLASSICE SWOOSH BRA WHITE,0193:LADIES ACTIVEWEAR,1,(1),($22),9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10728567:NIKE LEGEND VNECK SS TEE PINK,0193:LADIES ACTIVEWEAR,1,(1),($19),9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,10767744:SCARF DISTRESSED STROKES OVERSIZED SCARF,0280:FASHION ACCESSORIES,1,1,$13,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,219087:BODY BENEFITS NET BATH SPONGE,0603:BEAUTY CARE,1,2,$2,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,875201:EXSEL WHT QLTD COTTON RND 80CT,0603:BEAUTY CARE,1,1,$2,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890948,9998486:CLEANLOGIC MESH BATH SPONGE 40G,0603:BEAUTY CARE,1,1,$1,9,$263,$263.21,9.0
2017:03-APR,4/20/2017,Thursday,652890955,10078036:New Balance W990GL4 Grey/Castlerock,0295:WOMENS ATHLTIC SHOES,1,1,$91,1,$91,$90.99,1.0
2017:03-APR,4/20/2017,Thursday,652890955,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$91,$90.99,1.0
2017:03-APR,4/20/2017,Thursday,652890960,10164673:NIKE W NK DRY TEMPO SHORT- HYPER PNK PRT,0193:LADIES ACTIVEWEAR,1,1,$16,2,$31,$31.07,2.0
2017:03-APR,4/20/2017,Thursday,652890960,10742692:Happy Ties Sailboat Print Tie- Pink,0359:MENS ACCESSORIES,1,1,$15,2,$31,$31.07,2.0
2017:03-APR,4/20/2017,Thursday,652890960,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,2,$31,$31.07,2.0
2017:03-APR,4/20/2017,Thursday,652890965,10477613:New Balance ML574SYA UVBlue/UVBlue,0395:MENS ATHLETIC SHOES,1,1,$45,1,$45,$45.49,1.0
2017:03-APR,4/20/2017,Thursday,652890965,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$45,$45.49,1.0
2017:03-APR,4/20/2017,Thursday,652890966,10319785:THALIA PAMELLA STRAPPY SNDL GOLD METAL,0291:WOMENS FTWR:DRS/CAS,1,1,$28,1,$28,$27.99,1.0
2017:03-APR,4/20/2017,Thursday,652890966,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$28,$27.99,1.0
2017:03-APR,4/20/2017,Thursday,652890978,10138340:INGENUITY VESPER PORTABLE SWING,0439:JUVENILLE FURNITURE,1,1,$85,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,10731754:NBB REV BUCKET HAT PALM MAR,0415:NEWBORN APPAREL,1,1,$10,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,10778146:NBB ROMPER TROP CHAMBRAY COLL 3,0415:NEWBORN APPAREL,1,1,$9,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,249193:BON APPETIT BERRIES&CHEESE 5OZ,0961:GENERAL GROCERIES,1,1,$2,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,249199:BON APPETIT POUND CAKE 4oz,0961:GENERAL GROCERIES,1,1,$2,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890978,6038546:KELLOGGS APPLE JACKS CEREAL IN A CUP 1.5OZ,0961:GENERAL GROCERIES,1,1,$1,6,$109,$109.34,6.0
2017:03-APR,4/20/2017,Thursday,652890994,10768697:VINEYARD VINES SWIM SEAHORSE DOT BUNGALOW SPR II M,0368:MENS COLLECTIONS,1,1,$70,3,$196,$195.97,3.0
2017:03-APR,4/20/2017,Thursday,652890994,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,3,$196,$195.97,3.0
2017:03-APR,4/20/2017,Thursday,652890994,10805433:VINEYARD VINES SHORTS 9IN FLAG WHALE BREAKER SPR I,0368:MENS COLLECTIONS,1,1,$56,3,$196,$195.97,3.0
2017:03-APR,4/20/2017,Thursday,652890994,8527950:TOMMY BAHAMA S/S POLO EMFIELDER BAS,0354:MENS MODERN COLLECT,1,1,$70,3,$196,$195.97,3.0
2017:03-APR,4/20/2017,Thursday,652891041,10617492:ADIDAS TRIO 17 TRAINING PANT,0193:LADIES ACTIVEWEAR,1,1,$25,1,$25,$25.19,1.0
2017:03-APR,4/20/2017,Thursday,652891041,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$25,$25.19,1.0
2017:03-APR,4/20/2017,Thursday,652891131,10370321:Asics T6A0N.2390 Gel Kayano 23 Vermillion/Black/Si,0395:MENS ATHLETIC SHOES,1,1,$87,3,$147,$147.47,3.0
2017:03-APR,4/20/2017,Thursday,652891131,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,3,$147,$147.47,3.0
2017:03-APR,4/20/2017,Thursday,652891131,6740197:L New Bal PT SS Tee,0518:PT,1,1,$30,3,$147,$147.47,3.0
2017:03-APR,4/20/2017,Thursday,652891131,6740293:L New Bal PT Short,0518:PT,1,1,$30,3,$147,$147.47,3.0
2017:03-APR,4/20/2017,Thursday,652891526,10729403:MAR ONEILL LOADED HEATHER HYBRID SHORT KHAKI,0369:SURF/SKATE,1,1,$28,4,$36,$36.48,4.0
2017:03-APR,4/20/2017,Thursday,652891526,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,4,$36,$36.48,4.0
2017:03-APR,4/20/2017,Thursday,652891526,7128691:BIGS SIZZLING BACON SNFLWR SEEDS 5.35 OZ,0973:CANDY,1,1,$1,4,$36,$36.48,4.0
2017:03-APR,4/20/2017,Thursday,652891526,8500424:DOVE MEN POST SHAVE BALM SENS 3.4OZ,0604:PERSONAL CARE,1,1,$6,4,$36,$36.48,4.0
2017:03-APR,4/20/2017,Thursday,652891526,8591510:BIGS OLD BAY SUNFLOWER SEEDS 5.35 OZ,0973:CANDY,1,1,$1,4,$36,$36.48,4.0
2017:03-APR,4/20/2017,Thursday,652891540,10389466:YETI RAMBLER 30OZ TUMBLER STAINLESS STEEL (DC),0722:OUTDOOR LIVING,1,2,$72,5,$199,$198.95,5.0
2017:03-APR,4/20/2017,Thursday,652891540,10609256:AMERICAN RAG MARLIE LACE UP SANDAL MAPLE,0291:WOMENS FTWR:DRS/CAS,1,1,$35,5,$199,$198.95,5.0
2017:03-APR,4/20/2017,Thursday,652891540,10676814:BANDOLINO SEMISE BLOCK HEEL SANDAL BLACK SUEDE,0291:WOMENS FTWR:DRS/CAS,1,1,$50,5,$199,$198.95,5.0
2017:03-APR,4/20/2017,Thursday,652891540,10753954:VIONIC BELLA II SANDAL PINK,0291:WOMENS FTWR:DRS/CAS,1,1,$42,5,$199,$198.95,5.0
2017:03-APR,4/20/2017,Thursday,652891540,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,5,$199,$198.95,5.0
2017:03-APR,4/20/2017,Thursday,652891542,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,3,$54,$53.97,3.0
2017:03-APR,4/20/2017,Thursday,652891542,10810697:SUPPLIES ALIX DENIM SHORT GLACIER,0179:LADIES DENIM,1,1,$20,3,$54,$53.97,3.0
2017:03-APR,4/20/2017,Thursday,652891542,10810917:SUPPLIES ALIX STRETCH TWILL 5 INCH SHORT TAUPE,0171:MISSY BOTTOMS,1,1,$20,3,$54,$53.97,3.0
2017:03-APR,4/20/2017,Thursday,652891542,10818526:SUPPLIES ALIX STRETCH TWILL 5 INCH SHORT CAMO SHOR,0171:MISSY BOTTOMS,1,1,$14,3,$54,$53.97,3.0
2017:03-APR,4/20/2017,Thursday,652891545,10676814:BANDOLINO SEMISE BLOCK HEEL SANDAL BLACK SUEDE,0291:WOMENS FTWR:DRS/CAS,1,1,$50,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,10677094:BANDOLINO SWANI BLOCK HEEL SANDAL NAVY LYCRA,0291:WOMENS FTWR:DRS/CAS,1,1,$40,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,10766525:LUCKY BRAND KIERLO WEDGE SANDAL LINEN,0291:WOMENS FTWR:DRS/CAS,1,1,$45,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,7209267:CLARISONIC - GENTLE HYDRO CLEANSER,0593:PRESTIGE COSMETICS,1,1,$20,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,7303782:AURA CACIA BTH&SHWR TAB EUCALYPTUS ARMATHRAP 3OZ,0603:BEAUTY CARE,1,4,$16,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,8228597:LE STYLO WATERPROOF - 402 SAPPHIRE,0593:PRESTIGE COSMETICS,1,1,$23,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891545,86767:COKE DIET 20OZ PET,0962:BEVERAGES,1,1,$2,10,$196,$196.34,10.0
2017:03-APR,4/20/2017,Thursday,652891547,10023033:PURE COLOR ENVY BLUSH SOULFUL SPICE,0593:PRESTIGE COSMETICS,1,1,$29,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891547,10415602:MRS MEYERS 32.16OZ MULTI SURFACE CLEANER BASIL,0836:HOUSEHOLD CLEANING,1,1,$6,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891547,10743898:Dooney and Bourke Tiki Print Charleston Shopper Wh,0271:HANDBAGS,1,1,$126,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891547,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891547,27058:AGC ED 3.69,0532:AMERICAN GREETINGS,1,1,$3,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891547,27193:AGCE499 NON-CARD 2017,0532:AMERICAN GREETINGS,1,1,$4,5,$168,$167.78,5.0
2017:03-APR,4/20/2017,Thursday,652891552,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$31,$31.49,1.0
2017:03-APR,4/20/2017,Thursday,652891552,10790226:SKECHERS USA CLEO WHAM BKW 48487,0291:WOMENS FTWR:DRS/CAS,1,1,$31,1,$31,$31.49,1.0
2017:03-APR,4/20/2017,Thursday,652891563,103585:AQUAFINA WATER 20OZ PET,0962:BEVERAGES,1,1,$1,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,10401926:DOVE ADVANCED CLEAR TONE SKIN RENEW 2.6 OZ,0604:PERSONAL CARE,1,1,$5,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,10686503:OFD NY STYLE CHEESECAKE BITES,0638:GEN SPORTING GOODS,1,1,$3,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,6266245:YOUTH TEE FLY NAVY SNOOPY GRAPHIC-NAVY,0511:NAVY PRIDE SOFTLINES,1,1,$15,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,6529733:COLGATE 360 FH SOFT TB TWIN PK,0597:HEALTH AIDS,1,1,$5,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,7128687:BIGS DILL PICKLE SNFLWR SEEDS 5.35 OZ,0973:CANDY,1,1,$1,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,7757467:MP DON'T TREAD ON ME 4.5 X 3 YELLOW DECAL,0510:NAVY PRIDE HARDLINES,1,1,$2,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,9848528:VENUS DISPOSABLE SENSITIVE PINK 3PK,0604:PERSONAL CARE,1,1,$9,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891563,9903476:LEVI 529 BOOTCUT JEAN OUTPOST 32' INSEAM,0179:LADIES DENIM,1,2,$65,10,$106,$106.36,10.0
2017:03-APR,4/20/2017,Thursday,652891590,10667945:Synclaire-Michael Kors Eli Slide - Fuschia,0486:CHILDRENS FOOTWEAR,1,1,$15,1,$15,$15.39,1.0
2017:03-APR,4/20/2017,Thursday,652891590,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$15,$15.39,1.0
2017:03-APR,4/20/2017,Thursday,652891591,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891591,6471135:OOH LA LIFT EYE,0593:PRESTIGE COSMETICS,1,1,$20,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891591,7997922:HERVANA BOX OF POWDER,0593:PRESTIGE COSMETICS,1,1,$25,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891591,9089148:BIG EASY SHADE 2 - LIGHT,0593:PRESTIGE COSMETICS,1,1,$32,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891591,9159034:THIRD STREET TODDLER GIRLS USN SNOOPY TEE FLAMINGO,0511:NAVY PRIDE SOFTLINES,1,1,$15,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891591,9539830:Youth T  90000 Tons Norfolk  NAVY BLUE XS,0056:SOUVENIR,1,1,$8,4,$92,$91.89,4.0
2017:03-APR,4/20/2017,Thursday,652891701,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$314,$313.60,1.0
2017:03-APR,4/20/2017,Thursday,652891701,9846105:S/S MARAHLAGO LARIMAR FLOATING HEART BRACELET,0581:BRIDGE JEWELRY,1,1,$314,1,$314,$313.60,1.0
2017:03-APR,4/20/2017,Thursday,652891702,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$105,$104.99,1.0
2017:03-APR,4/20/2017,Thursday,652891702,"9289834:S/S OPAL, AMETHYST, AND WHITE TOPAZ RING",0584:GEMSTONES,1,1,$105,1,$105,$104.99,1.0
2017:03-APR,4/20/2017,Thursday,652891703,"10766367:MAJORICA 60"" 8MM SIM ROUND PEARL ENDLESS STRAND NE",0581:BRIDGE JEWELRY,1,1,$221,1,$221,$221.20,1.0
2017:03-APR,4/20/2017,Thursday,652891703,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$221,$221.20,1.0
2017:03-APR,4/20/2017,Thursday,652891704,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$370,$369.50,1.0
2017:03-APR,4/20/2017,Thursday,652891704,8112454:LADIES EODRIVE CHRONO SS WHITE CERAMIC W/WHT DIAL,0585:WATCHES,1,1,$370,1,$370,$369.50,1.0
2017:03-APR,4/20/2017,Thursday,652891705,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$42,$41.99,1.0
2017:03-APR,4/20/2017,Thursday,652891705,9414529:NADRI SILVER TONE TEARDROP CZ LEVERBACK EARRINGS -,0581:BRIDGE JEWELRY,1,1,$42,1,$42,$41.99,1.0
2017:03-APR,4/20/2017,Thursday,652891706,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$121,$121.09,1.0
2017:03-APR,4/20/2017,Thursday,652891706,8871261:S/S MARAHLAGO LARIMAR ML LOGO EARRING - MSA,0581:BRIDGE JEWELRY,1,1,$121,1,$121,$121.09,1.0
2017:03-APR,4/20/2017,Thursday,652891709,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1,1,$0,1,$206,$205.80,1.0
2017:03-APR,4/20/2017,Thursday,652891709,8871236:S/S MARAHLAGO LARIMAR STARFISH NECKLACE - MSA,0581:BRIDGE JEWELRY,1,1,$206,1,$206,$205.80,1.0
